,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,R_hat
"zeta_raw[1,154]",0.178303,0.0155953,0.872038,0.843745,-1.24306,0.171343,1.65366,3168.11,1310.13,1.00201
"zeta_raw[1,155]",0.117652,0.015027,0.921461,0.928623,-1.35449,0.132186,1.6351,3844.64,1577.0,0.999701
"zeta_raw[1,156]",0.108234,0.017039,0.910641,0.933902,-1.38879,0.14413,1.62361,2895.65,1542.94,1.00032
"zeta_raw[1,157]",0.120711,0.0150277,0.917939,0.925318,-1.3577,0.0944137,1.63254,3718.03,1521.59,0.999198
"zeta_raw[1,158]",0.13541,0.0149742,0.900632,0.909642,-1.39529,0.135788,1.58903,3690.33,1483.81,1.00378
"zeta_raw[1,159]",0.164445,0.0152276,0.894187,0.878614,-1.31402,0.184098,1.64118,3578.64,1403.43,0.999946
"zeta_raw[1,160]",-0.56776,0.0155324,0.923312,0.921982,-2.06221,-0.564223,0.958809,3552.57,1535.79,1.001
"zeta_raw[1,161]",-0.59002,0.0153702,0.936193,0.929813,-2.11317,-0.581665,1.02471,3706.98,1353.97,0.999819
"zeta_raw[1,162]",-0.630365,0.0153365,0.909439,0.913471,-2.14688,-0.620767,0.870139,3577.22,1658.52,1.00364
"zeta_raw[1,163]",-0.39135,0.0144398,0.919879,0.927599,-1.91547,-0.398632,1.10256,4157.25,1402.84,1.00104
"zeta_raw[1,164]",-0.173873,0.0164697,0.922106,0.93123,-1.69914,-0.174006,1.31526,3118.76,1621.49,0.999914
"zeta_raw[1,165]",-5.76995e-05,0.0161756,0.913196,0.881482,-1.48711,-0.0199462,1.51538,3209.85,1526.29,1.0011
"zeta_raw[1,166]",0.0490199,0.0155812,0.918751,0.920109,-1.45696,0.0480193,1.55623,3390.06,1401.62,1.00199
"zeta_raw[1,167]",-0.178194,0.0149229,0.915445,0.97598,-1.64571,-0.203608,1.34709,3964.96,1453.48,1.00313
"zeta_raw[1,168]",0.015916,0.0149159,0.942821,0.933059,-1.5745,0.014276,1.59199,4068.89,1492.95,1.00085
"zeta_raw[1,169]",0.0208229,0.0147975,0.901011,0.873746,-1.4594,0.0285398,1.53373,3749.4,1420.14,1.00031
"zeta_raw[1,170]",0.271973,0.015181,0.880675,0.868681,-1.16564,0.269868,1.68474,3390.78,1572.77,1.00357
"zeta_raw[1,171]",0.269231,0.0157579,0.94678,0.943503,-1.31468,0.26275,1.8366,3598.48,1374.7,1.00033
"zeta_raw[1,172]",0.584505,0.0145599,0.896981,0.870531,-0.902587,0.601118,2.03328,3789.36,1611.15,1.00002
"zeta_raw[1,173]",0.572986,0.0144857,0.886344,0.875917,-0.814285,0.584003,2.02366,3689.72,1386.69,1.0027
"zeta_raw[1,174]",-0.178119,0.0164222,0.881773,0.92377,-1.55196,-0.172084,1.25235,2900.56,1376.77,1.00091
"zeta_raw[1,175]",-0.172206,0.0171567,0.910767,0.901591,-1.70912,-0.167138,1.31532,2818.16,1656.46,1.00457
"zeta_raw[1,176]",-0.157456,0.0150893,0.900765,0.909403,-1.67256,-0.137608,1.33831,3622.53,1264.25,1.00392
"zeta_raw[1,177]",-0.580276,0.0148393,0.927131,0.922098,-2.09416,-0.582257,0.997799,3956.99,1503.31,0.999828
"zeta_raw[1,178]",-0.206785,0.0168404,0.969888,0.977685,-1.82354,-0.163293,1.39611,3365.21,1278.93,0.999335
"zeta_raw[1,179]",-0.2414,0.0165425,0.917646,0.910669,-1.7417,-0.246358,1.26881,3081.43,1264.67,1.00087
"zeta_raw[1,180]",-0.290354,0.0166401,0.96135,0.951626,-1.88717,-0.297413,1.24317,3409.49,1388.2,1.00099
"zeta_raw[1,181]",-0.273372,0.0169761,0.951423,0.974097,-1.81481,-0.273111,1.26995,3162.88,1244.6,0.999627
"zeta_raw[1,182]",0.000185635,0.0162386,0.942467,1.00369,-1.58929,0.0100526,1.49208,3387.77,1695.96,1.00115
"zeta_raw[1,183]",0.0025911,0.0147785,0.945151,0.947186,-1.53053,-0.0145511,1.61496,4112.52,1642.7,1.00038
"zeta_raw[1,184]",-0.0109098,0.0161479,0.956726,0.96062,-1.60441,-0.00273066,1.57529,3431.94,1538.36,1.00042
"zeta_raw[1,185]",0.0163117,0.0144194,0.909076,0.944739,-1.45432,0.00205164,1.54161,4061.21,1532.05,1.0002
"zeta_raw[1,186]",-0.161277,0.0149663,0.913401,0.871708,-1.6696,-0.154756,1.35474,3779.36,1541.28,1.00078
"zeta_raw[1,187]",-0.116311,0.016899,0.938943,0.915632,-1.68479,-0.142976,1.41238,3117.97,1338.17,1.00152
"zeta_raw[1,188]",-0.122312,0.0135527,0.927693,0.897949,-1.6083,-0.145583,1.45968,4717.38,1596.86,1.00253
"zeta_raw[1,189]",-0.168145,0.0147707,0.944809,0.956722,-1.71072,-0.169178,1.39466,4199.55,1696.08,1.00274
"zeta_raw[1,190]",-0.163825,0.0143753,0.940656,0.922884,-1.67107,-0.17252,1.36266,4353.95,1389.29,1.00135
"zeta_raw[1,191]",-0.171682,0.0150253,0.956487,0.958138,-1.72809,-0.171737,1.35863,3822.03,1091.51,1.00206
"zeta_raw[1,192]",0.0471854,0.0152113,0.936305,0.909928,-1.4712,0.0288614,1.64882,3833.24,1459.96,0.99957
"zeta_raw[1,193]",-0.115983,0.0155554,0.934258,0.971956,-1.63411,-0.0956514,1.39168,3598.25,1470.78,1.00145
"zeta_raw[1,194]",-0.103478,0.0150706,0.973629,0.953593,-1.69576,-0.134638,1.51344,4197.75,1336.49,1.00601
"zeta_raw[1,195]",-0.133083,0.0164841,0.970582,0.978789,-1.68733,-0.136742,1.42833,3507.86,1496.42,0.999789
"zeta_raw[1,196]",-0.112297,0.0169339,0.991886,0.992367,-1.74143,-0.103321,1.45655,3483.74,1249.82,1.0023
"zeta_raw[1,197]",-0.121426,0.0159559,0.975755,0.982555,-1.73732,-0.100967,1.461,3873.98,1251.03,1.00874
"zeta_raw[1,198]",0.124699,0.014879,0.99962,1.00307,-1.55064,0.137699,1.77507,4647.65,1360.07,1.00158
"zeta_raw[1,199]",0.104482,0.0156361,0.99346,1.0421,-1.56766,0.116258,1.66411,4013.59,1359.62,0.999629
"zeta_raw[1,200]",0.123365,0.0153368,0.956931,0.948443,-1.48467,0.124828,1.6954,3936.07,1425.48,0.999628
"zeta_raw[1,201]",0.120689,0.0154867,0.968303,0.935686,-1.53643,0.145931,1.64757,3916.19,1326.84,1.00059
"zeta_raw[1,202]",0.14412,0.0161054,0.95065,0.945152,-1.47338,0.166099,1.70619,3444.38,1224.69,0.999884
"zeta_raw[1,203]",0.138131,0.0139296,0.945218,0.948869,-1.43941,0.144195,1.66839,4643.08,1388.61,1.01237
"zeta_raw[1,204]",0.159215,0.0128848,0.944145,0.94039,-1.3972,0.181704,1.69022,5323.17,1284.14,0.999333
"zeta_raw[1,205]",0.132502,0.0162244,0.978986,0.996407,-1.46788,0.112026,1.76627,3732.83,1345.27,1.0049
"zeta_raw[1,206]",0.167869,0.0152338,0.931332,0.940622,-1.37325,0.173337,1.68267,3746.33,1449.68,0.99959
"zeta_raw[1,207]",0.167995,0.0156137,0.942974,0.932799,-1.35808,0.17073,1.73698,3827.41,1507.6,1.00013
"zeta_raw[1,208]",0.158513,0.0157274,0.955178,0.912429,-1.41828,0.155764,1.77319,3784.85,1496.67,1.00114
"zeta_raw[1,209]",0.160233,0.0161489,0.979821,0.955886,-1.44659,0.158575,1.74223,3624.17,1461.64,1.00071
"zeta_raw[1,210]",-0.131441,0.0148951,0.866643,0.843589,-1.53422,-0.145513,1.33356,3465.56,1822.0,0.999653
"zeta_raw[1,211]",-0.0271784,0.0154044,0.874321,0.834337,-1.45334,-0.0235711,1.42404,3216.11,1520.66,1.0025
"zeta_raw[1,212]",-0.320339,0.0173515,0.886239,0.861812,-1.81618,-0.304194,1.12924,2664.05,1724.47,0.999928
"zeta_raw[1,213]",-0.352537,0.0147086,0.905255,0.907114,-1.88283,-0.366528,1.12466,3796.49,1436.14,0.999898
"zeta_raw[1,214]",-0.358579,0.0174986,0.928771,0.923244,-1.94284,-0.368355,1.1695,2832.96,1185.81,1.0032
"zeta_raw[1,215]",-0.0616667,0.0146037,0.894827,0.871475,-1.50717,-0.0611605,1.39793,3819.45,1340.3,0.999976
"zeta_raw[1,216]",0.29461,0.0139045,0.866502,0.889718,-1.13419,0.298074,1.69884,3935.17,1488.83,1.0016
"zeta_raw[1,217]",0.664719,0.0154703,0.867956,0.893678,-0.706577,0.654252,2.07332,3140.3,1190.04,1.0064
"zeta_raw[1,218]",0.772467,0.0142978,0.851012,0.858486,-0.609437,0.774008,2.14124,3585.25,1702.25,1.00008
"zeta_raw[1,219]",0.684889,0.0153353,0.856715,0.854987,-0.678386,0.684967,2.08873,3152.45,1375.0,1.00216
"zeta_raw[1,220]",0.894926,0.0146738,0.806749,0.784031,-0.434901,0.88862,2.26398,3047.97,1544.97,1.00014
"zeta_raw[1,221]",0.872199,0.0137659,0.754116,0.760652,-0.366948,0.846612,2.14365,3013.13,1409.68,1.00003
"zeta_raw[1,222]",-0.222884,0.0140505,0.720867,0.711096,-1.43156,-0.223689,0.95901,2659.23,1597.68,1.00042
"zeta_raw[1,223]",0.117699,0.0136976,0.734684,0.722951,-1.05387,0.101027,1.34423,2921.42,1507.23,0.999785
"zeta_raw[1,224]",-0.756958,0.015024,0.747532,0.748734,-2.02685,-0.763775,0.462565,2549.48,1396.48,1.00147
"zeta_raw[1,225]",0.637298,0.0138905,0.760221,0.749804,-0.615885,0.640779,1.89227,3003.25,1585.49,1.00028
"zeta_raw[1,226]",0.764146,0.0128438,0.704508,0.705411,-0.405488,0.768397,1.898,3056.91,1328.32,1.0027
"zeta_raw[1,227]",-1.28198,0.0129936,0.798975,0.823972,-2.60525,-1.26705,0.0457596,3819.58,1689.17,1.00154
"zeta_raw[1,228]",-1.30487,0.0140982,0.814862,0.791232,-2.67978,-1.28909,0.0321979,3432.57,1455.57,1.00217
"zeta_raw[1,229]",-0.628798,0.0125858,0.831337,0.846087,-2.01387,-0.615131,0.655505,4430.74,1592.9,1.00084
"zeta_raw[1,230]",-0.141977,0.0142488,0.871186,0.889497,-1.60351,-0.144705,1.24876,3806.31,1283.79,1.00197
"zeta_raw[1,231]",-0.0727442,0.0129049,0.864026,0.891818,-1.50914,-0.0498118,1.32921,4563.72,1257.55,1.00399
"zeta_raw[1,232]",-0.467882,0.0159073,0.949003,0.958649,-2.01327,-0.471753,1.05709,3588.19,1134.88,1.00067
"zeta_raw[1,233]",-0.509051,0.016416,0.888884,0.876669,-1.89662,-0.499652,0.954473,2977.5,1518.6,1.00272
"zeta_raw[1,234]",-0.214605,0.0158675,0.938254,0.93673,-1.74643,-0.217417,1.31399,3507.83,1534.64,1.00518
"zeta_raw[1,235]",-0.361293,0.0157608,0.946892,0.974767,-1.95145,-0.324241,1.16094,3655.54,1409.7,1.004
"zeta_raw[1,236]",-0.3428,0.0143869,0.913619,0.916257,-1.80781,-0.324719,1.17987,4121.88,1789.28,1.00246
"zeta_raw[1,237]",-0.340563,0.0145242,0.949908,0.963596,-1.89407,-0.33176,1.20491,4325.07,1462.22,0.999682
"zeta_raw[1,238]",-0.364206,0.0188334,0.984546,1.00042,-1.96626,-0.375381,1.21248,2762.69,1477.22,1.00313
"zeta_raw[1,239]",-0.208104,0.0161113,0.942192,0.938043,-1.70803,-0.207109,1.37864,3457.07,1504.98,0.999415
"zeta_raw[1,240]",-0.201926,0.0157632,0.931646,0.911812,-1.69737,-0.176089,1.34323,3510.27,1538.68,1.00017
"zeta_raw[1,241]",-0.509395,0.0152632,0.974595,0.954899,-2.1165,-0.501313,1.09574,4156.38,1284.84,1.0007
"zeta_raw[1,242]",-0.368072,0.0146826,0.957049,0.96106,-1.89852,-0.369069,1.13333,4299.42,1447.43,1.00078
"zeta_raw[1,243]",-0.266027,0.0147658,0.969507,0.965971,-1.85104,-0.251348,1.33168,4371.86,1339.49,1.00305
"zeta_raw[1,244]",-0.138064,0.015101,0.953242,0.923648,-1.74529,-0.129796,1.39308,3989.2,1341.13,0.999609
"zeta_raw[1,245]",-0.158892,0.0154804,0.981903,0.959114,-1.71878,-0.170519,1.47895,4037.05,1317.5,0.999839
"zeta_raw[1,246]",-0.144775,0.0181434,1.01168,0.97801,-1.84928,-0.13706,1.52737,3175.56,1271.48,0.999988
"zeta_raw[1,247]",-0.155252,0.0160149,0.975815,0.995452,-1.74472,-0.138107,1.40486,3728.11,1106.86,0.999545
"zeta_raw[1,248]",-0.0495721,0.0156673,0.933578,0.919186,-1.57976,-0.0687814,1.48575,3640.57,1318.15,0.999959
"zeta_raw[1,249]",-0.00979297,0.0148021,0.948636,0.941773,-1.58146,-0.0243246,1.543,4144.0,1433.46,0.999606
"zeta_raw[1,250]",-0.0366613,0.0146233,0.962853,0.941675,-1.63816,-0.0358506,1.53984,4424.71,1345.32,1.00345
"zeta_raw[1,251]",0.0727244,0.0140451,0.968601,0.961482,-1.51969,0.0815676,1.6374,4895.34,1402.31,1.00198
"zeta_raw[1,252]",0.0731829,0.0146503,0.92737,0.92689,-1.47524,0.0805972,1.57411,4011.45,1504.72,0.999874
"zeta_raw[1,253]",-0.208727,0.015534,0.942996,0.958132,-1.73643,-0.216093,1.37607,3754.96,1341.67,1.00138
"zeta_raw[1,254]",-0.0799889,0.0145712,0.921938,0.92738,-1.58468,-0.0843809,1.5035,4116.25,1510.0,0.999372
"zeta_raw[1,255]",-0.0568222,0.0152718,0.962625,0.943605,-1.64,-0.075202,1.54815,4084.18,1366.08,1.0009
"zeta_raw[1,256]",0.0645887,0.0149307,0.984448,0.966915,-1.56196,0.0854853,1.66897,4495.81,1168.12,1.00668
"zeta_raw[1,257]",0.246738,0.0170542,0.956312,0.975164,-1.32519,0.244715,1.80419,3176.3,1289.13,0.999705
"zeta_raw[1,258]",0.0102841,0.0136744,0.985994,0.969568,-1.57077,-0.0021566,1.62532,5236.25,1192.75,1.0033
"zeta_raw[1,259]",0.00141143,0.0184326,1.01193,1.03642,-1.66895,0.00585103,1.66653,3206.88,1449.33,1.00149
"zeta_raw[1,260]",-0.00632684,0.0136438,0.999389,0.993057,-1.64426,0.0153088,1.5957,5640.6,1385.21,1.00374
"zeta_raw[1,261]",-0.0243067,0.0148602,1.02551,0.993392,-1.71648,-0.0246512,1.66294,4807.32,1401.95,0.9996
"zeta_raw[2,1]",-0.324561,0.00820898,0.348854,0.342475,-0.932491,-0.313897,0.234966,1868.27,1502.74,1.00121
"zeta_raw[2,2]",0.266266,0.0182587,0.93389,0.960299,-1.23562,0.248898,1.82657,2669.11,1366.23,0.99974
"zeta_raw[2,3]",0.695042,0.0165451,0.881672,0.89447,-0.777546,0.665941,2.12692,2898.47,1559.76,1.00227
"zeta_raw[2,4]",0.673725,0.0177508,0.871093,0.875018,-0.769178,0.674532,2.13057,2427.47,1406.51,1.00563
"zeta_raw[2,5]",0.611692,0.0158157,0.835775,0.823146,-0.781397,0.607033,1.99753,2838.22,1511.61,0.999784
"zeta_raw[2,6]",1.23067,0.0137103,0.771946,0.768734,-0.0551878,1.23555,2.50237,3251.27,1377.3,1.0004
"zeta_raw[2,7]",0.0630685,0.0126343,0.772787,0.803826,-1.22181,0.053268,1.34181,3750.91,1693.15,1.00022
"zeta_raw[2,8]",-1.10443,0.0151703,0.819124,0.828469,-2.46606,-1.11199,0.227695,2952.95,1586.3,1.00052
"zeta_raw[2,9]",-0.560526,0.0156221,0.825138,0.784476,-1.93433,-0.526798,0.79683,2789.22,1445.84,1.00217
"zeta_raw[2,10]",-0.210158,0.0155106,0.817712,0.779625,-1.56548,-0.210373,1.11312,2821.4,1446.47,0.999962
"zeta_raw[2,11]",0.472338,0.0144278,0.816483,0.809807,-0.88804,0.486487,1.83425,3192.89,1311.47,1.00202
"zeta_raw[2,12]",0.453127,0.0138897,0.792883,0.790544,-0.862392,0.440843,1.72267,3217.51,1504.29,1.00176
"zeta_raw[2,13]",0.207969,0.0128118,0.803579,0.797043,-1.10597,0.217062,1.52454,4065.71,1666.25,0.999452
"zeta_raw[2,14]",1.40034,0.0155222,0.794857,0.838049,0.115632,1.3984,2.72415,2653.08,1446.87,1.0019
"zeta_raw[2,15]",-0.243828,0.0151894,0.762744,0.759732,-1.52838,-0.253382,0.991935,2669.28,1474.51,1.0001
"zeta_raw[2,16]",-0.0149319,0.0138428,0.74915,0.755156,-1.27015,-0.00143722,1.24702,2966.33,1500.61,1.00091
"zeta_raw[2,17]",0.098027,0.0131736,0.750945,0.744519,-1.14318,0.127495,1.29395,3300.6,1331.62,1.00211
"zeta_raw[2,18]",-0.211498,0.0134695,0.777421,0.786947,-1.50727,-0.217253,1.04458,3519.37,1385.04,1.00376
"zeta_raw[2,19]",0.0980289,0.0139192,0.752889,0.761925,-1.10317,0.0767373,1.32185,3159.38,1553.54,1.00213
"zeta_raw[2,20]",-0.871995,0.0136194,0.768803,0.768448,-2.1292,-0.890783,0.417227,3292.97,1422.21,0.999683
"zeta_raw[2,21]",0.183084,0.0159735,0.812789,0.823804,-1.17891,0.186044,1.51175,2629.55,1520.76,1.00074
"zeta_raw[2,22]",0.896442,0.0131133,0.776096,0.785181,-0.377525,0.900493,2.16433,3538.17,1482.99,1.00034
"zeta_raw[2,23]",-0.462431,0.0149241,0.79314,0.784685,-1.7593,-0.453817,0.81384,2852.64,1449.73,1.00114
"zeta_raw[2,24]",-0.441688,0.0148881,0.816415,0.820784,-1.7704,-0.428018,0.923248,3010.07,1474.44,1.00004
"zeta_raw[2,25]",-0.297178,0.0150827,0.842416,0.835718,-1.70007,-0.291529,1.09048,3183.55,1383.99,1.00143
"zeta_raw[2,26]",-0.308766,0.0167658,0.919144,0.889024,-1.82418,-0.311855,1.18239,3001.81,1399.46,1.00059
"zeta_raw[2,27]",-0.296097,0.0166992,0.920773,0.959224,-1.76625,-0.285639,1.17232,3082.81,1435.07,1.00231
"zeta_raw[2,28]",-0.293415,0.0157674,0.938514,0.939602,-1.85393,-0.314865,1.29547,3650.7,1386.57,1.0004
"zeta_raw[2,29]",0.302794,0.0156538,0.930659,0.921603,-1.22947,0.307238,1.80634,3552.39,1550.58,1.00024
"zeta_raw[2,30]",0.321718,0.0147391,0.876147,0.922147,-1.12897,0.345545,1.7031,3585.53,1468.54,1.00019
"zeta_raw[2,31]",-0.193197,0.0153559,0.997516,1.03922,-1.86785,-0.184598,1.44518,4328.82,1499.61,1.00306
"zeta_raw[2,32]",-0.18407,0.0151521,0.955042,0.955674,-1.72707,-0.174669,1.39351,3981.7,1261.5,1.00006
"zeta_raw[2,33]",-0.17591,0.0151293,0.994995,0.980917,-1.82844,-0.184771,1.47511,4380.0,1483.82,1.00215
"zeta_raw[2,34]",-0.194339,0.0137143,0.955786,0.97226,-1.72074,-0.203641,1.37615,4993.76,1166.29,1.003
"zeta_raw[2,35]",-0.187812,0.0168914,1.04021,1.04612,-1.91378,-0.171581,1.5246,3926.26,1352.71,1.00048
"zeta_raw[2,36]",-0.24575,0.0160709,0.959239,0.936346,-1.82962,-0.256385,1.35464,3611.98,1243.98,1.00079
"zeta_raw[2,37]",-0.22507,0.0169908,0.950874,0.942128,-1.82476,-0.226184,1.34665,3164.61,1350.3,1.00297
"zeta_raw[2,38]",-0.224685,0.0131399,0.94898,0.921039,-1.7925,-0.225081,1.34823,5272.34,1271.26,1.00244
"zeta_raw[2,39]",-0.207899,0.0162077,0.950912,0.950011,-1.76733,-0.211292,1.39758,3451.04,1360.16,1.00172
"zeta_raw[2,40]",-0.246043,0.0142557,0.97199,0.939959,-1.90382,-0.22916,1.32451,4905.85,1381.73,1.00001
"zeta_raw[2,41]",-0.278835,0.0161644,0.959137,0.966197,-1.84741,-0.30014,1.30243,3621.95,1418.1,1.00217
"zeta_raw[2,42]",-0.28198,0.0163974,0.98427,0.965292,-1.94913,-0.267176,1.27618,3647.19,1440.77,1.0007
"zeta_raw[2,43]",0.0185873,0.0148304,0.952902,0.92313,-1.59093,0.0456812,1.55904,4211.37,1135.74,0.999299
"zeta_raw[2,44]",-0.0163366,0.0164623,0.991397,0.990116,-1.62354,-0.00289172,1.57912,3684.74,1388.12,0.999145
"zeta_raw[2,45]",0.00817362,0.0152196,0.946404,0.940659,-1.53317,0.0233961,1.53371,3955.98,1364.23,1.00052
"zeta_raw[2,46]",-0.12303,0.0139057,1.00272,1.02202,-1.74807,-0.131412,1.50798,5445.85,1333.71,1.00171
"zeta_raw[2,47]",-0.0943044,0.01556,0.977714,0.9887,-1.68994,-0.0899466,1.55447,3940.73,1349.98,1.00179
"zeta_raw[2,48]",-0.11038,0.0156612,0.990726,1.0181,-1.7657,-0.104642,1.50546,4058.97,1437.93,1.00011
"zeta_raw[2,49]",-0.0956117,0.0176577,0.997483,0.968986,-1.78786,-0.102772,1.56351,3229.69,1451.62,1.00056
"zeta_raw[2,50]",-0.116518,0.0156768,0.993222,0.99656,-1.7564,-0.102736,1.46389,4051.92,1313.3,0.999863
"zeta_raw[2,51]",-0.123671,0.014831,0.985178,0.929295,-1.72291,-0.143644,1.50435,4532.53,1417.72,0.999933
"zeta_raw[2,52]",-0.140441,0.016366,0.966885,0.965598,-1.75594,-0.135489,1.45901,3460.97,1533.17,1.0002
"zeta_raw[2,53]",-0.118079,0.0158932,0.979623,1.00251,-1.73725,-0.10095,1.42694,3814.0,1077.73,0.999841
"zeta_raw[2,54]",-0.107258,0.017535,1.01137,1.00161,-1.77085,-0.111047,1.58121,3334.3,1052.59,1.00217
"zeta_raw[2,55]",-0.15925,0.0159399,0.921184,0.910802,-1.67484,-0.152365,1.34142,3321.5,1330.65,1.00196
"zeta_raw[2,56]",-0.120269,0.0161307,0.931753,0.909005,-1.63613,-0.137128,1.40461,3382.86,1389.55,1.00403
"zeta_raw[2,57]",-0.174201,0.0153901,0.961864,1.01437,-1.69544,-0.169771,1.37253,3991.12,1034.5,1.00321
"zeta_raw[2,58]",-0.152614,0.0155895,0.994903,1.01762,-1.80899,-0.147487,1.47341,4193.7,1344.35,0.999712
"zeta_raw[2,59]",-0.157499,0.0141949,0.995068,0.982197,-1.76864,-0.144319,1.43931,5028.83,1214.78,0.999688
"zeta_raw[2,60]",-0.40043,0.0164039,0.908247,0.896538,-1.92141,-0.409234,1.06589,3070.31,1415.46,0.999716
"zeta_raw[2,61]",-0.231307,0.0147209,0.987307,0.969414,-1.86585,-0.246572,1.42951,4509.23,1419.66,1.00074
"zeta_raw[2,62]",-0.223268,0.0148461,0.955041,0.994269,-1.74848,-0.237991,1.3434,4195.25,1143.55,1.00013
"zeta_raw[2,63]",-0.0459249,0.0129213,0.927522,0.974067,-1.54935,-0.0554388,1.43643,4701.1,1555.87,1.00206
"zeta_raw[2,64]",0.0638634,0.0153398,0.971168,0.938676,-1.51858,0.0722608,1.64611,4094.79,1239.0,1.00265
"zeta_raw[2,65]",-0.195229,0.0171649,0.9793,1.01519,-1.81987,-0.198687,1.38713,3316.45,1322.65,1.00206
"zeta_raw[2,66]",-0.194044,0.0149507,1.00661,1.04154,-1.80432,-0.182691,1.41233,4553.32,1530.56,1.00086
"zeta_raw[2,67]",-0.208891,0.0159473,1.10811,1.15448,-2.05357,-0.206286,1.55613,4964.93,1191.9,1.00057
"zeta_raw[2,68]",-0.202634,0.0169572,0.979761,0.927476,-1.85253,-0.216246,1.48747,3362.01,1159.99,1.00004
"zeta_raw[2,69]",-0.198141,0.0160331,0.995144,0.973047,-1.90556,-0.181168,1.44567,3885.51,1829.47,1.00004
"zeta_raw[2,70]",-0.199224,0.0154984,0.972218,0.98222,-1.82651,-0.200604,1.36404,4017.56,1506.41,0.999592
"zeta_raw[2,71]",-0.224804,0.0157617,0.973587,0.962155,-1.82589,-0.243942,1.38848,3833.1,1339.13,1.00014
"zeta_raw[2,72]",-0.231912,0.0177007,0.992765,0.973264,-1.86448,-0.209004,1.37687,3153.42,1269.74,1.00209
"zeta_raw[2,73]",-0.250845,0.0173857,1.00553,0.995871,-1.89596,-0.256778,1.42337,3418.24,1376.41,0.999867
"zeta_raw[2,74]",-0.0913733,0.0138665,1.00733,1.03136,-1.74028,-0.0797148,1.57124,5452.16,1338.72,1.00018
"zeta_raw[2,75]",-0.104075,0.0164191,0.999118,1.04565,-1.70843,-0.111169,1.50913,3742.07,1263.15,0.999829
"zeta_raw[2,76]",-0.122902,0.0156062,0.971769,0.960299,-1.66928,-0.107751,1.50226,3968.52,1555.47,1.0003
"zeta_raw[2,77]",-0.0976905,0.0151471,0.970929,0.944313,-1.70905,-0.0735238,1.50408,4275.4,1437.18,1.00233
"zeta_raw[2,78]",-0.0822015,0.0159999,0.981242,0.991091,-1.65807,-0.0818287,1.5351,3876.55,1359.46,1.00082
"zeta_raw[2,79]",-0.135174,0.0157092,1.01563,1.04587,-1.79324,-0.145477,1.50564,4214.39,1256.79,0.999654
"zeta_raw[2,80]",-0.101561,0.0156545,1.02969,1.06761,-1.78617,-0.112037,1.56139,4308.18,1285.1,1.00373
"zeta_raw[2,81]",-0.106003,0.0185054,0.980093,0.980597,-1.69586,-0.0971633,1.48197,2815.09,1143.34,1.00056
"zeta_raw[2,82]",-0.128339,0.0150138,0.973915,0.959092,-1.74405,-0.138124,1.47479,4362.96,1635.37,1.00252
"zeta_raw[2,83]",-0.129157,0.0157858,0.962795,0.94949,-1.746,-0.102822,1.42669,3747.55,1384.65,1.00132
"zeta_raw[2,84]",-0.127419,0.0155917,0.972685,0.99998,-1.66178,-0.137276,1.51054,3948.85,1402.47,0.99986
"zeta_raw[2,85]",-0.139592,0.0172233,0.957187,0.940793,-1.70108,-0.142622,1.37976,3138.09,1188.09,1.00214
"zeta_raw[2,86]",-0.145922,0.0153133,0.961673,0.991772,-1.70551,-0.176359,1.43808,3974.55,1403.1,1.00006
"zeta_raw[2,87]",-0.13993,0.0168711,0.980132,0.954955,-1.83581,-0.147605,1.50125,3402.77,1317.3,1.00061
"zeta_raw[2,88]",-0.17181,0.0149226,0.961448,0.987592,-1.78527,-0.169475,1.3797,4324.2,1566.53,1.00058
"zeta_raw[2,89]",-0.160531,0.0152662,0.983909,1.00627,-1.74565,-0.158481,1.4287,4156.87,1395.37,1.0007
"zeta_raw[2,90]",-0.000736697,0.0159635,0.986541,1.02237,-1.58771,0.00784114,1.62079,3962.5,1225.52,1.00115
"zeta_raw[2,91]",0.0135994,0.0163088,0.968429,0.981141,-1.60486,0.0012711,1.59405,3627.66,1498.02,1.00096
"zeta_raw[2,92]",0.0063414,0.0169062,0.951951,0.944308,-1.53854,-0.00666421,1.55232,3291.41,1398.21,1.00272
"zeta_raw[2,93]",-0.0177355,0.0178004,0.997261,1.03138,-1.61188,-0.0164478,1.63872,3283.16,1288.33,1.002
"zeta_raw[2,94]",-0.0228142,0.0172381,0.978511,0.951026,-1.67607,-0.0154744,1.55989,3355.06,1010.84,1.00071
"zeta_raw[2,95]",0.00343451,0.0145319,0.978486,0.96402,-1.5688,0.00232253,1.62726,4607.92,1583.39,0.999614
"zeta_raw[2,96]",-0.0218455,0.0189235,0.988171,0.977939,-1.65085,-0.0319301,1.56778,2780.81,1563.86,0.999902
"zeta_raw[2,97]",0.0219839,0.0157639,0.97962,0.960244,-1.63478,0.0258498,1.6226,4057.15,1466.21,1.00203
"zeta_raw[2,98]",-0.0200453,0.016525,0.966207,0.909244,-1.60731,-0.0156962,1.49559,3564.2,1291.9,1.00352
"zeta_raw[2,99]",0.0365213,0.01645,0.981741,0.998153,-1.59698,0.0360403,1.61108,3651.79,1415.3,1.00419
"zeta_raw[2,100]",-0.0151924,0.0154684,0.977676,0.978867,-1.62268,-0.0129329,1.54817,4269.81,1090.17,1.00227
"zeta_raw[2,101]",0.0236732,0.0155542,1.01648,1.02915,-1.65131,0.0272071,1.74863,4310.5,1504.6,0.999886
