scenario_id,rep,N,T,G_true,zero_type,rho_zeta_true,sigma_eta_true,beta0_mu_true,sigma_zeta_true,divergence_rate,treedepth_rate,accuracy,G0_mode,G0_correct,fit_time_min,sigma_eta_mean,sigma_eta_rhat,sigma_eta_ess,beta0_mu_mean,beta0_mu_rhat,beta0_mu_ess,rho_zeta_mean,rho_zeta_rhat,rho_zeta_ess,sigma_zeta_mean,sigma_zeta_rhat,sigma_zeta_ess,w1,w2,w3,w4,w5
1,11,50,100,3,infl,0.7,0.3,0.5,0.4,0.078,7.829,1.0,3,1,11.47409375111262,0.354383,1.19156,8.56077,0.463833,1.00438,474.897,0.725618,1.02183,80.4675,0.368653,1.01325,113.717,0.3607093822983637,0.163142441036955,0.2143495185893984,0.0860820374749393,0.1757166176387984
1,12,50,100,3,infl,0.7,0.3,0.5,0.4,0.113,7.79,0.84,2,0,12.054611333211264,0.602059,1.00381,261.272,0.439086,1.00855,621.711,0.736724,1.01092,157.559,0.389305,1.00304,199.557,0.3819601450966775,0.1851081170630399,0.1460628702518417,0.1164350797621698,0.1704338168796943
1,13,50,100,3,infl,0.7,0.3,0.5,0.4,0.097,7.779,0.9,3,1,10.357389767964682,0.433668,1.03825,84.9928,0.564351,1.00354,877.531,0.604353,1.00381,166.838,0.42394,1.00574,203.359,0.4867439478084039,0.1428705500377095,0.0843445469470169,0.0910384780782195,0.1950024961039108
1,14,50,100,3,infl,0.7,0.3,0.5,0.4,0.061,7.36,0.9,2,0,11.556793069839475,0.573313,1.00786,167.988,0.472421,1.00329,437.801,0.716184,1.0073,122.576,0.396791,1.01688,121.263,0.4727836188202027,0.1517489507792715,0.0571526807976053,0.0854982039014197,0.2328165601741233
1,15,50,100,3,infl,0.7,0.3,0.5,0.4,0.031,7.948,0.82,3,1,11.134466667970022,0.509973,1.02243,66.2344,0.509389,1.00177,655.451,0.785577,1.0165,158.682,0.332464,1.01222,202.336,0.5591657426,0.0751587920703713,0.1436438735207611,0.0585369618793771,0.1634946036032039
1,16,50,100,3,infl,0.7,0.3,0.5,0.4,0.194,7.141,0.88,3,1,7.76304855744044,0.426168,1.05541,24.4233,0.560452,1.03765,291.166,0.719754,1.11592,23.9739,0.363657,1.05677,27.7992,0.2676700263229875,0.1991054110100524,0.1618209083618113,0.0980568658970649,0.2733467770089394
1,17,50,100,3,infl,0.7,0.3,0.5,0.4,0.104,9.804,0.98,3,1,66.61491341988246,0.375613,1.1778,8.62021,0.493936,1.01512,106.822,0.573584,1.10378,21.516,0.440864,1.08338,22.2099,0.3325750420213395,0.2692903895107064,0.1812996804772842,0.087333202466382,0.1295016788452799
1,18,50,100,3,infl,0.7,0.3,0.5,0.4,0.055,7.39,0.98,3,1,9.549679362773896,0.221067,1.01311,161.901,0.527862,1.00454,619.114,0.657309,1.01087,126.071,0.422244,1.01737,155.698,0.4086896299999999,0.0857595866652775,0.2193420806866015,0.0948885262427715,0.191320196012821
1,19,50,100,3,infl,0.7,0.3,0.5,0.4,0.067,7.343,0.98,3,1,10.885581374168396,0.390766,1.01853,86.2537,0.564684,1.00554,615.164,0.745816,1.01356,175.827,0.349934,1.0176,194.709,0.4164083078233548,0.1038600969487203,0.1541958436713073,0.1343727424431134,0.1911630081156018
1,20,50,100,3,infl,0.7,0.3,0.5,0.4,0.001,7.998,0.98,3,1,21.05460509856542,0.137707,1.06173,25.0349,0.484124,1.00007,545.441,0.705918,1.04724,49.2373,0.4026,1.02884,122.595,0.2542133724007797,0.1881396635256966,0.0944140491645834,0.2255463533329199,0.2376865453
1,21,50,100,3,infl,0.7,0.3,0.5,0.4,0.036,7.404,1.0,3,1,11.599671236673991,0.171099,1.02585,68.7802,0.512913,1.0043,532.27,0.761164,1.00633,195.161,0.374271,1.00269,232.072,0.3421146831592778,0.0190615716511708,0.340857827,0.0496236219088025,0.2483422825541228
1,22,50,100,3,infl,0.7,0.3,0.5,0.4,0.054,7.875,0.94,3,1,10.993010910352073,0.343339,1.06455,29.3792,0.497901,1.00367,704.001,0.655453,1.0321,99.8949,0.433898,1.01958,221.247,0.312948348186745,0.0890500219480636,0.1206249345772217,0.1850939758200891,0.2922826918458296
1,23,50,100,3,infl,0.7,0.3,0.5,0.4,0.057,7.395,0.9,3,1,10.641066312789915,0.473355,1.01473,95.356,0.519995,1.00091,653.933,0.661284,1.01071,97.8984,0.369247,1.0101,145.393,0.5265411302,0.0636196482291293,0.1283070078058004,0.0870639301651222,0.1944682713563037
1,24,50,100,3,infl,0.7,0.3,0.5,0.4,0.038,7.892,0.96,3,1,11.14734120766322,0.360824,1.02156,69.9091,0.567462,0.999873,620.587,0.708526,1.02356,151.446,0.391468,1.01435,155.072,0.4329166480999999,0.0299911798990808,0.269718176702525,0.0854306219837353,0.1819433686490632
1,25,50,100,3,infl,0.7,0.3,0.5,0.4,0.172,8.122,0.9,2,0,12.258228063583374,0.662712,1.01918,60.2648,0.518594,1.00043,730.828,0.679649,1.01167,212.436,0.415075,1.00761,228.306,0.3026582663067461,0.1841313410684291,0.1773360086000732,0.1612675173242266,0.1746068800728714
1,26,50,100,3,infl,0.7,0.3,0.5,0.4,0.027,7.953,1.0,3,1,12.79690024058024,0.310457,1.0078,175.199,0.438443,1.00638,571.753,0.702567,1.0119,142.658,0.401919,1.00068,222.032,0.3808030368173918,0.0696376998381451,0.2500404857186171,0.110794410659583,0.188724395132622
1,27,50,100,3,infl,0.7,0.3,0.5,0.4,0.13,9.201,0.96,3,1,26.72877053419749,0.590367,1.04399,79.2104,0.53776,1.00073,1149.4,0.709785,1.00599,218.374,0.39151,1.00796,286.56,0.3766985510646224,0.1056073223001399,0.2116341986865342,0.1427788817484805,0.1632810469463229
1,28,50,100,3,infl,0.7,0.3,0.5,0.4,0.091,8.784,0.96,3,1,17.62603893280029,0.488058,1.00959,56.9419,0.51234,1.00508,1175.3,0.654053,1.00864,166.462,0.439212,1.00245,241.361,0.3149739934061574,0.1773973740461293,0.2170626770811895,0.1090942686328321,0.1814716897792492
1,29,50,100,3,infl,0.7,0.3,0.5,0.4,0.119,7.745,0.96,3,1,12.719661561648053,0.513832,1.07326,42.0246,0.540061,0.999923,677.543,0.685531,1.0021,150.433,0.420255,1.00633,184.946,0.3428707320791517,0.1641630510588506,0.1903343526647366,0.1374319367025269,0.1651999283726395
1,30,50,100,3,infl,0.7,0.3,0.5,0.4,0.124,8.23,0.96,2,0,15.668936638037364,0.713536,1.00964,157.774,0.478884,1.00206,510.293,0.757558,1.00661,170.068,0.350452,1.00915,166.337,0.3551525956344969,0.2216492382278447,0.1466340872693179,0.1067461703590317,0.1698179206327271
2,1,100,100,3,infl,0.7,0.3,0.5,0.4,0.03,7.457,0.94,3,1,24.249585501352943,0.318654,1.01916,132.399,0.562895,1.00552,482.108,0.677073,1.02635,135.245,0.387454,1.0249,139.976,0.4213373669999999,0.025115167889185,0.2619334907936518,0.1055999442395923,0.1860140376084637
2,2,100,100,3,infl,0.7,0.3,0.5,0.4,0.055,9.378,0.91,3,1,57.65865509112676,0.382281,1.08797,26.0181,0.468714,1.00045,1246.57,0.743914,1.01139,246.908,0.372399,1.01319,263.791,0.2741635763468034,0.1487893682784544,0.2424844797147538,0.0944910639022162,0.2400714989707228
2,3,100,100,3,infl,0.7,0.3,0.5,0.4,0.0,8.0,0.91,3,1,33.0753804842631,0.202575,1.06498,25.46,0.504421,1.00533,894.843,0.711506,1.01409,220.191,0.412338,1.01578,167.808,0.2298673169435502,0.2394532006942868,0.2309582980368253,0.0586018252236855,0.241119377
2,4,100,100,3,infl,0.7,0.3,0.5,0.4,0.039,8.073,0.94,3,1,33.08982699314753,0.366394,1.00381,244.802,0.482051,1.00375,616.316,0.698725,1.00177,158.596,0.411742,1.0012,208.905,0.526059744,0.0710650777141869,0.1399482091924743,0.0579130234645745,0.205013913315773
2,5,100,100,3,infl,0.7,0.3,0.5,0.4,0.035,7.435,0.86,3,1,24.174602325757345,0.259655,1.12908,12.1628,0.549104,1.01437,344.817,0.679585,1.03941,146.825,0.411126,1.0402,90.8623,0.2317132207860349,0.1499190129559585,0.2018078697276733,0.194787988275445,0.2217719485130745
2,6,100,100,3,infl,0.7,0.3,0.5,0.4,0.092,7.766,0.95,3,1,22.1212184826533,0.266414,1.00764,235.209,0.490646,0.998853,836.896,0.707595,1.0127,276.703,0.394972,1.01109,314.786,0.2594283165,0.1667084073959013,0.1926195488535679,0.1507576508016475,0.2304860646243168
2,7,100,100,3,infl,0.7,0.3,0.5,0.4,0.033,8.435,0.98,3,1,40.138131753603616,0.211882,1.00907,106.146,0.455369,1.00189,904.855,0.678585,1.03862,117.551,0.405052,1.03575,147.099,0.423461376,0.0380691815871148,0.2976225132106027,0.0289913861944471,0.2118555401599366
2,8,100,100,3,infl,0.7,0.3,0.5,0.4,0.037,7.439,0.86,3,1,20.261045038700104,0.327197,1.02599,90.0611,0.454558,0.999872,333.941,0.701308,1.01134,151.917,0.403788,1.00446,163.87,0.2484432529409322,0.3172235463967311,0.2616687212357841,0.0558731830041987,0.1167913025661536
2,9,100,100,3,infl,0.7,0.3,0.5,0.4,0.09,7.81,0.97,3,1,20.127900199095407,0.244838,1.06953,23.8164,0.507604,0.999742,828.729,0.698598,1.00085,198.785,0.3956,1.00418,251.795,0.418503053,0.135470040034738,0.1699051340664248,0.0987718467250524,0.1773499135001515
2,10,100,100,3,infl,0.7,0.3,0.5,0.4,0.036,8.922,0.99,3,1,41.830320751667024,0.273007,1.01693,137.942,0.486498,1.00295,390.164,0.652038,1.00647,167.614,0.400949,1.0029,181.118,0.3723369877908979,0.0539871861573529,0.2596537624404062,0.0933333171610634,0.2206887445360532
2,11,100,100,3,infl,0.7,0.3,0.5,0.4,0.008,7.49,0.92,3,1,19.330407543977103,0.248307,1.04089,43.7611,0.522661,1.00221,542.997,0.629901,1.03056,69.3692,0.446169,1.02697,90.0711,0.2271433212630852,0.2714273808734539,0.2252736339964866,0.0747461420756975,0.201409532050527
2,12,100,100,3,infl,0.7,0.3,0.5,0.4,0.026,7.367,0.96,3,1,21.41859706640244,0.376973,1.03086,57.2462,0.483449,1.00013,621.669,0.642729,1.01229,117.01,0.421916,1.00984,150.108,0.3476224373,0.0514679035648264,0.3340669899481781,0.0563837033681286,0.2104589489334045
2,13,100,100,3,infl,0.7,0.3,0.5,0.4,0.089,9.262,0.94,3,1,46.26068275372187,0.309254,1.01182,164.354,0.517243,1.00301,814.604,0.723379,1.0108,154.303,0.368376,1.00895,178.062,0.3351964138,0.1978183941701074,0.1618256185204258,0.0954201462518201,0.2097394301025585
2,14,100,100,3,infl,0.7,0.3,0.5,0.4,0.041,8.417,0.96,3,1,32.298030229409534,0.335482,1.06491,37.3268,0.489204,1.00361,918.475,0.686243,1.00441,191.201,0.416948,1.00242,237.524,0.418388355,0.0452547208383901,0.2784382353923939,0.0811046919568789,0.1768139771391087
2,15,100,100,3,infl,0.7,0.3,0.5,0.4,0.017,8.47,0.98,3,1,27.095471501350403,0.364097,1.00165,389.314,0.501264,1.01085,826.405,0.709773,1.00353,273.717,0.402514,1.0003,281.959,0.2961766169,0.0337668427509216,0.3418995393545821,0.0536812535811846,0.2744757496659319
2,16,100,100,3,infl,0.7,0.3,0.5,0.4,0.038,7.907,0.97,3,1,22.70531506935756,0.338154,1.01924,77.5647,0.496426,0.999034,641.328,0.705076,1.01509,133.37,0.401954,1.01541,193.174,0.366100274,0.0631680492652408,0.224492362462735,0.085766700068958,0.2604726042001863
2,17,100,100,3,infl,0.7,0.3,0.5,0.4,0.052,7.873,0.96,3,1,22.054425116380056,0.294423,1.03465,56.0686,0.45896,1.00083,551.636,0.711732,1.00085,151.56,0.376377,1.00505,209.909,0.50057533647,0.0406590659649927,0.191493180752,0.0575730609697826,0.2096993539870197
2,18,100,100,3,infl,0.7,0.3,0.5,0.4,0.049,7.9,0.97,3,1,29.80754367510477,0.344279,1.00107,183.529,0.499925,1.00545,684.379,0.69451,1.00857,100.048,0.41934,1.01979,126.973,0.3813674448645291,0.0936422546924854,0.3058009653721339,0.0526727650354216,0.1665165955853979
2,19,100,100,3,infl,0.7,0.3,0.5,0.4,0.071,7.352,0.96,3,1,17.760699196656546,0.249868,1.0878,16.6507,0.480087,1.00437,441.296,0.708961,1.00337,195.809,0.424173,1.00449,218.52,0.3395224341,0.184582151526214,0.114232815723563,0.1795430412480041,0.182119541680871
2,20,100,100,3,infl,0.7,0.3,0.5,0.4,0.051,7.85,0.98,3,1,26.423620434602103,0.241485,1.01813,68.901,0.483153,1.00602,758.611,0.680602,1.00916,170.061,0.430076,1.0102,207.61,0.3882137999,0.2161298958602834,0.1376834960120185,0.0963159327312829,0.1616568730921784
2,21,100,100,3,infl,0.7,0.3,0.5,0.4,0.016,8.465,0.96,3,1,32.594156511624654,0.360085,1.00376,143.849,0.498224,1.00384,717.732,0.711876,1.00461,203.541,0.409722,1.00259,222.494,0.4576498103141673,0.0405811016857405,0.1951415398071213,0.1268128921002606,0.1798146670675075
2,22,100,100,3,infl,0.7,0.3,0.5,0.4,0.006,7.988,0.85,4,0,31.25314139525096,0.268979,1.05727,32.8086,0.506632,1.00083,781.713,0.691592,1.04322,73.1822,0.405932,1.02829,187.35,0.2940556256144248,0.1781868433212697,0.2414407464369794,0.0446108342275981,0.2417059452746397
2,23,100,100,3,infl,0.7,0.3,0.5,0.4,0.038,7.403,0.99,3,1,18.30126597881317,0.308268,1.00542,253.899,0.500877,1.00226,546.598,0.748316,1.00067,179.907,0.395325,1.00487,209.67,0.400410073,0.0606094913359788,0.24201746033957,0.0474779722238747,0.2494850137610378
2,24,100,100,3,infl,0.7,0.3,0.5,0.4,0.032,7.42,0.97,3,1,17.2467803756396,0.28902,1.00361,183.627,0.47791,1.00444,549.842,0.68304,1.00895,111.702,0.419115,1.00694,143.769,0.549267307,0.0590520911614186,0.1793173501785,0.0392314369055214,0.1731318254443175
2,25,100,100,3,infl,0.7,0.3,0.5,0.4,0.039,7.924,0.95,3,1,20.926059381167093,0.307728,1.01177,109.149,0.443936,1.00221,1075.99,0.673224,1.00536,236.56,0.444363,1.00409,293.143,0.420716585,0.0334163608185967,0.249772146067,0.0779391496586492,0.2181557692417874
2,26,100,100,3,infl,0.7,0.3,0.5,0.4,0.002,8.497,0.89,4,0,32.51914874315262,0.210521,1.09379,17.3093,0.529256,0.999804,859.734,0.747048,1.00296,300.127,0.38209,1.01227,331.164,0.25903508102,0.0591102884923977,0.2838750176,0.0563849519981781,0.341594650931974
2,27,100,100,3,infl,0.7,0.3,0.5,0.4,0.037,8.421,0.99,3,1,25.15059493780136,0.311932,1.01461,331.069,0.498944,1.00104,471.368,0.69378,1.00285,204.285,0.415592,1.00903,170.853,0.3355347011942788,0.0885115498173116,0.1136118200098967,0.246151727699363,0.2161901805710633
2,28,100,100,3,infl,0.7,0.3,0.5,0.4,0.061,7.877,0.96,3,1,27.48023626804352,0.403982,1.04421,72.8848,0.550794,1.00298,757.472,0.740505,1.0031,280.855,0.381987,1.00053,340.241,0.2918844176619797,0.1250204410814141,0.2828352764339565,0.094047314635688,0.2062125650343031
2,29,100,100,3,infl,0.7,0.3,0.5,0.4,0.027,8.939,1.0,3,1,39.823758788903554,0.249552,1.01249,204.493,0.451851,1.00195,908.922,0.684991,1.00088,282.355,0.412435,1.00308,388.47,0.315279028,0.105856374769353,0.3179200152753467,0.0211869395335153,0.2397576342431941
2,30,100,100,3,infl,0.7,0.3,0.5,0.4,0.045,7.897,0.95,3,1,27.159425870577493,0.257098,1.02116,61.0725,0.5091,0.9986,718.683,0.752843,1.01143,200.227,0.363339,1.00777,243.339,0.3222999628,0.0265958438112443,0.3534107790716417,0.1290755604304201,0.168617866305767
3,1,200,100,3,infl,0.7,0.3,0.5,0.4,0.043,8.413,0.775,3,1,190.3714323997497,0.201156,1.02023,64.4309,0.5475,0.999394,787.992,0.721841,1.00159,182.386,0.387173,1.00203,188.267,0.432717668,0.1553262467497148,0.1684076593557898,0.1079465368925144,0.1356019231632621
3,2,200,100,3,infl,0.7,0.3,0.5,0.4,0.15,8.605,0.98,3,1,110.68592503070832,0.327055,1.01214,283.172,0.498757,1.00772,547.442,0.686465,1.01404,181.636,0.400932,1.01872,202.782,0.2904549842,0.2341719738786792,0.1327261156396311,0.1611912956998162,0.1814556042822388
3,3,200,100,3,infl,0.7,0.3,0.5,0.4,0.101,7.795,0.985,3,1,68.48006934722265,0.332942,1.0398,53.9474,0.453564,1.00406,811.412,0.679406,1.02446,163.785,0.412121,1.01278,229.858,0.362384712,0.1664773489540859,0.2519588160734354,0.0559576773219804,0.1632214660491412
3,4,200,100,3,infl,0.7,0.3,0.5,0.4,0.047,8.396,0.955,3,1,115.37260023752847,0.298086,1.00247,273.963,0.463743,1.00286,868.271,0.708336,1.02356,170.086,0.402418,1.02736,186.743,0.3865412119999999,0.0118307902000981,0.358534141519457,0.074215822232879,0.1688780474886106
3,5,200,100,3,infl,0.7,0.3,0.5,0.4,0.01,7.983,0.88,3,1,181.92206155459087,0.268333,1.02643,131.694,0.504516,1.00812,547.897,0.738184,1.01931,176.975,0.379328,1.02507,221.135,0.1802011518599351,0.2256024702949061,0.2879703708785802,0.0449212687424686,0.2613047473985028
3,6,200,100,3,infl,0.7,0.3,0.5,0.4,0.067,8.867,0.9,3,1,136.6801434636116,0.360912,1.00243,310.155,0.489362,1.00169,587.746,0.690153,1.02735,105.949,0.416049,1.02485,114.662,0.1920531865096544,0.376646376,0.1928790947681085,0.0681313143600561,0.1702900588144737
3,7,200,100,3,infl,0.7,0.3,0.5,0.4,0.002,7.998,0.975,3,1,80.1226856470108,0.267038,1.03344,50.0411,0.490337,0.999571,831.732,0.69975,1.0002,175.436,0.414783,1.0052,237.761,0.398419629,0.0294374648407137,0.27683845174,0.0357012713301849,0.2596031769999999
3,8,200,100,3,infl,0.7,0.3,0.5,0.4,0.111,8.242,0.975,3,1,156.62308058341344,0.255424,1.02669,66.3167,0.486648,0.999986,939.161,0.71885,1.00371,147.874,0.389245,1.00887,144.295,0.3325626248304916,0.2358237364750683,0.1560638587891891,0.1742897582358973,0.1012600309053974
3,9,200,100,3,infl,0.7,0.3,0.5,0.4,0.034,9.428,0.99,3,1,219.7642105897268,0.237177,1.014,177.282,0.503587,1.00267,705.108,0.659525,1.00765,155.124,0.425653,1.00831,238.509,0.391366844,0.1144308895194513,0.2556543921824922,0.0310939459441554,0.2074539377083084
3,10,200,100,3,infl,0.7,0.3,0.5,0.4,0.03,8.235,0.965,3,1,89.45099735657374,0.289478,0.999229,268.271,0.509131,0.999338,1126.91,0.699186,1.00695,158.368,0.401701,1.00363,193.87,0.3829242679999999,0.0554937582110232,0.2964102172527492,0.0535058981767334,0.2116658760313072
3,11,200,100,3,infl,0.7,0.3,0.5,0.4,0.149,7.675,0.97,3,1,29.478250698248544,0.291067,1.01987,308.412,0.494586,1.00549,608.435,0.736304,1.00412,138.737,0.372078,1.00536,125.169,0.3828857739999999,0.1883286455685185,0.166460500548222,0.1220649323324347,0.1402601283599622
3,12,200,100,3,infl,0.7,0.3,0.5,0.4,0.098,7.767,0.955,3,1,38.59377318620682,0.322434,1.00147,264.419,0.473665,1.00313,971.217,0.697156,1.00271,184.05,0.392493,1.00961,221.208,0.348623005,0.2449350267129637,0.1335906112749035,0.0866931165643406,0.1861582400535874
3,13,200,100,3,infl,0.7,0.3,0.5,0.4,0.059,9.352,0.98,3,1,100.67980259656906,0.307034,1.00629,307.487,0.49388,1.00328,1288.74,0.710207,1.00592,269.045,0.389366,1.00259,318.366,0.3693473379317999,0.0158939658804356,0.2954169898,0.0616953998736821,0.2576463592694559
3,14,200,100,3,infl,0.7,0.3,0.5,0.4,0.036,8.417,0.975,3,1,47.02428520520528,0.312798,1.01439,138.539,0.502048,1.00072,540.365,0.702861,1.02208,126.188,0.403254,1.01721,180.717,0.3747519039514484,0.0269367983797508,0.2862741461223481,0.0857853944471658,0.2262517681443026
3,15,200,100,3,infl,0.7,0.3,0.5,0.4,0.06,8.391,0.965,3,1,37.1573376139005,0.280601,1.00684,334.249,0.467265,1.00328,1023.8,0.705769,1.0043,253.072,0.413844,1.00623,294.383,0.4037197509999999,0.352135651,0.0068299567873074,0.076905303409934,0.1604093648972946
3,16,200,100,3,infl,0.7,0.3,0.5,0.4,0.068,9.323,0.96,3,1,69.31485541264216,0.362015,1.01053,195.298,0.467715,1.00129,882.193,0.703985,1.00417,207.304,0.412893,1.00242,274.113,0.4362754104984077,0.0838289707872892,0.2251477029561144,0.0737129343228259,0.1810350086143636
3,17,200,100,3,infl,0.7,0.3,0.5,0.4,0.063,7.823,0.935,3,1,38.44062841335933,0.313242,1.0258,138.481,0.480376,1.00388,764.482,0.697225,1.00731,183.562,0.412441,1.00702,213.997,0.349138314249,0.2735876305520526,0.1416757815616483,0.0626540249045934,0.1729442428424282
3,18,200,100,3,infl,0.7,0.3,0.5,0.4,0.008,8.486,0.98,3,1,54.15452426671982,0.300272,1.01131,156.834,0.471561,1.00392,442.806,0.70838,1.03487,84.2493,0.392082,1.02191,113.313,0.386820684,0.0279111074364412,0.2869430786535001,0.0751124504090399,0.2232126835299971
3,19,200,100,3,infl,0.7,0.3,0.5,0.4,0.06,8.369,0.815,3,1,42.26657084623972,0.272548,1.00915,179.386,0.502795,0.999871,778.984,0.701153,1.00287,217.549,0.39662,1.00115,225.125,0.339050239,0.1886570557511794,0.1917262831871485,0.0735493454041981,0.207017105104182
3,20,200,100,3,infl,0.7,0.3,0.5,0.4,0.001,8.997,0.975,3,1,62.82911974191666,0.284522,1.03797,104.628,0.496314,1.00782,1071.85,0.734827,1.00119,261.734,0.3778,0.999049,284.202,0.4214775252023812,0.0419838951730435,0.2331138832294478,0.0465445197444859,0.2568801865457805
3,21,200,100,3,infl,0.7,0.3,0.5,0.4,0.022,8.434,0.85,3,1,57.35083479881287,0.228265,1.07881,28.3696,0.489745,1.00199,607.826,0.682498,1.00822,172.054,0.415844,1.00394,191.797,0.3463731956330521,0.2201399108602306,0.0074928124407787,0.1972162342997908,0.2287778360937739
3,22,200,100,3,infl,0.7,0.3,0.5,0.4,0.093,8.282,0.97,3,1,39.6842917005221,0.275389,1.00579,253.454,0.513852,1.00217,959.857,0.700746,1.00227,203.138,0.401714,1.00239,259.08,0.434592139,0.2934642290499999,0.0330965594135111,0.0944432531183875,0.1444038170221255
3,23,200,100,3,infl,0.7,0.3,0.5,0.4,0.039,8.434,0.96,3,1,41.44208334287008,0.381547,1.01056,284.068,0.48982,1.0026,888.807,0.712111,1.01214,183.968,0.392654,1.0074,215.743,0.45244394,0.0188418734696059,0.2747007128134967,0.0744939755260566,0.1795195002515094
3,24,200,100,3,infl,0.7,0.3,0.5,0.4,0.009,8.98,0.975,3,1,93.07421634991964,0.305312,1.00339,330.933,0.494355,0.99901,1303.2,0.704381,1.00278,170.36,0.40565,0.998679,199.651,0.2356087541168041,0.13849925486618112,0.27171749193722494,0.11347882583936199,0.24069565693660266
3,25,200,100,3,infl,0.7,0.3,0.5,0.4,0.075,7.813,0.945,3,1,63.093842804431915,0.308485,1.00536,180.068,0.493805,1.00222,486.673,0.681613,1.00665,131.721,0.40702,1.00953,148.772,0.349011699,0.19785457985134028,0.19882767296171924,0.08708701695423332,0.16721903195017948
3,26,200,100,3,infl,0.7,0.3,0.5,0.4,0.076,7.86,0.845,3,1,52.97084027528763,0.289879,1.02331,192.534,0.499725,1.01156,606.832,0.739791,1.00115,214.025,0.371799,1.00358,252.813,0.360739277,0.1891962333040315,0.019898921682231736,0.2451760861732284,0.18498947345638497
3,27,200,100,3,infl,0.7,0.3,0.5,0.4,0.187,7.133,0.885,3,1,61.18309435447057,0.288263,1.01445,239.26,0.502827,1.00448,562.092,0.718118,1.00446,195.069,0.385081,0.999266,239.413,0.18012796966853098,0.3419973846,0.12348458858339077,0.2133975939597414,0.14099247701502068
3,28,200,100,3,infl,0.7,0.3,0.5,0.4,0.05,7.39,0.945,3,1,65.53868874311448,0.293354,1.03102,127.432,0.511846,1.00558,736.562,0.739444,1.0048,121.335,0.372939,1.01341,131.633,0.442619191,0.16178175616127918,0.15628949513474563,0.0753220380095479,0.16398751659242988
