scenario_id,rep,N,T,G_true,zero_type,rho_zeta_true,sigma_eta_true,beta0_mu_true,sigma_zeta_true,divergence_rate,treedepth_rate,accuracy,G0_mode,G0_correct,fit_time_min,sigma_eta_mean,sigma_eta_rhat,sigma_eta_ess,beta0_mu_mean,beta0_mu_rhat,beta0_mu_ess,rho_zeta_mean,rho_zeta_rhat,rho_zeta_ess,sigma_zeta_mean,sigma_zeta_rhat,sigma_zeta_ess,w1,w2,w3,w4,w5
4,3,100,50,4,infl,0.7,0.3,0.5,0.4,0.072,8.189,0.96,2,0,13.739885906378428,0.914692,1.0044,479.736,0.550641,0.998734,1031.57,0.757043,1.00031,295.349,0.361366,0.99975,291.048,0.517363221837601,0.1290365423247883,0.0420171482653251,0.0663679013084543,0.2452151626703828
4,4,100,50,4,infl,0.7,0.3,0.5,0.4,0.115,8.257,0.93,2,0,13.383995739618936,0.788131,1.00373,272.164,0.471029,1.00137,462.335,0.702063,1.03483,59.4044,0.39477,1.02107,93.125,0.451474672202153,0.1923576426281776,0.0789320257089704,0.0920731309021319,0.1851625302136448
4,5,100,50,4,infl,0.7,0.3,0.5,0.4,0.091,8.813,0.97,2,0,17.94336582024892,0.852325,1.0141,274.677,0.496175,1.00651,418.981,0.734966,1.00514,226.718,0.41306,1.0097,211.22,0.4742679260874858,0.1349146389131238,0.0743283210931487,0.1066772712263607,0.209811854529144
4,6,100,50,4,infl,0.7,0.3,0.5,0.4,0.061,7.896,0.96,2,0,11.340219581127169,0.856448,1.00965,247.405,0.499863,0.999494,973.517,0.701279,1.01355,162.188,0.379382,1.01428,180.529,0.5035760360473951,0.0994582299004264,0.0871397035024397,0.0838724118458701,0.2259536166035801
4,7,100,50,4,infl,0.7,0.3,0.5,0.4,0.084,8.35,0.91,2,0,17.6936661640803,0.907357,1.00805,280.677,0.545162,1.00507,727.099,0.672844,1.00345,174.626,0.402668,1.00403,227.254,0.294459196452569,0.1586000901990458,0.1203410441964846,0.150303358193819,0.2762963150131428
4,8,100,50,4,infl,0.7,0.3,0.5,0.4,0.08,7.785,0.98,2,0,11.223098909854889,0.725542,1.03774,55.7294,0.437292,1.00449,323.827,0.708459,1.01842,186.352,0.411404,1.00723,225.136,0.4110590272170139,0.0684802279314541,0.0587343317555315,0.1489608751936278,0.3127655480118403
4,9,100,50,4,infl,0.7,0.3,0.5,0.4,0.102,7.796,0.96,2,0,9.848336859544116,0.783903,1.14155,10.8853,0.447057,0.999418,613.596,0.666438,1.00402,142.252,0.432839,1.00554,169.323,0.4397697964534586,0.1337744808522072,0.071198311676402,0.1035157274155091,0.2517416776155547
4,10,100,50,4,infl,0.7,0.3,0.5,0.4,0.033,8.426,0.81,3,0,14.827354645729065,0.603813,1.02225,30.6029,0.485634,1.00059,789.817,0.641584,1.00267,262.85,0.439534,0.999909,338.206,0.2626156874815081,0.2022784397291609,0.1841987164944057,0.0849440979977335,0.2659630484603649
4,11,100,50,4,infl,0.7,0.3,0.5,0.4,0.061,8.392,0.91,2,0,15.8358646829923,0.939051,1.03468,63.0396,0.498934,1.00069,786.768,0.703032,1.00382,230.325,0.376727,1.00029,254.315,0.46105281179676,0.1904110769331258,0.0822646866888701,0.0781575095713198,0.1881139080169956
4,12,100,50,4,infl,0.7,0.3,0.5,0.4,0.081,7.83,0.98,2,0,12.22285255988439,0.867506,1.01194,222.887,0.503474,1.00029,596.307,0.675313,1.00398,131.364,0.381087,1.0027,174.489,0.4560205788463536,0.1747846987265511,0.0709054026954989,0.0950136175407157,0.2032757034995642
4,13,100,50,4,infl,0.7,0.3,0.5,0.4,0.054,7.899,0.98,2,0,12.28633776108424,0.963704,1.00869,321.779,0.518842,0.999244,620.069,0.687224,1.00069,151.336,0.406313,0.999398,178.604,0.4469100691870314,0.1353463552700183,0.0597094265777909,0.0830943835632896,0.2749397805136698
4,14,100,50,4,infl,0.7,0.3,0.5,0.4,0.11,8.743,0.89,2,0,23.088547503948213,0.828518,1.01284,151.144,0.477885,1.0041,895.348,0.642808,1.00777,247.02,0.441288,1.00568,317.367,0.4234673648296329,0.1092401587768797,0.1093815537572883,0.1218452496534594,0.236065675377645
4,15,100,50,4,infl,0.7,0.3,0.5,0.4,0.106,8.303,0.9,2,0,15.965039332707724,0.856755,1.00924,275.484,0.564111,1.01023,652.11,0.727116,1.00674,174.346,0.354718,1.00893,175.705,0.2339900588917218,0.2213906085738502,0.0692792779821778,0.1187045026966526,0.3566355430226419
4,16,100,50,4,infl,0.7,0.3,0.5,0.4,0.068,7.859,0.97,2,0,10.874817768732706,0.781705,1.03373,145.986,0.538421,1.00185,488.249,0.680905,1.00607,118.878,0.353017,1.00653,150.543,0.3775237094158117,0.0893622359196534,0.09829884249641,0.1335489464969496,0.3012662263123912
4,17,100,50,4,infl,0.7,0.3,0.5,0.4,0.122,8.237,0.94,2,0,17.165264268716175,0.872138,1.00453,497.887,0.442973,1.00048,816.691,0.714294,1.01976,227.633,0.424082,1.00651,287.099,0.4777557678383849,0.1524109493341346,0.0611364433150216,0.0906717178086462,0.218025107305077
4,18,100,50,4,infl,0.7,0.3,0.5,0.4,0.136,7.838,1.0,2,0,11.174627900123596,0.860258,0.999618,312.276,0.501033,1.00115,781.084,0.726763,1.00535,155.399,0.37945,1.00111,208.512,0.4568087967175504,0.142357942804958,0.0470400004253665,0.1216767277515776,0.2321165442675169
4,19,100,50,4,infl,0.7,0.3,0.5,0.4,0.041,8.42,0.91,4,1,14.653079291184744,0.578037,1.93835,2.85672,0.524186,0.998822,744.639,0.63854,1.0111,182.879,0.411516,1.00308,227.705,0.3862493105,0.1703183007657191,0.1297289388301956,0.1345555146277439,0.179147963594834
4,20,100,50,4,infl,0.7,0.3,0.5,0.4,0.091,8.331,0.98,2,0,16.588092664877575,0.834861,1.01169,111.044,0.532703,1.00921,601.439,0.725349,1.02177,184.466,0.377699,1.02035,224.519,0.3793078834225959,0.0946720269165165,0.0863961421595781,0.1519459589210033,0.2876779606533765
4,21,100,50,4,infl,0.7,0.3,0.5,0.4,0.038,7.929,0.98,2,0,11.584740181763967,0.840308,1.02716,198.123,0.504063,1.00053,468.022,0.713075,1.00489,306.443,0.399423,1.00434,265.966,0.542606685643,0.0715297345637312,0.0573870228496003,0.06950326166524,0.2589733027709204
4,22,100,50,4,infl,0.7,0.3,0.5,0.4,0.105,8.278,0.99,2,0,14.154955240090688,0.884592,1.00679,177.275,0.472329,0.999744,722.077,0.654836,1.00656,149.802,0.41165,1.00698,165.524,0.4550998712621689,0.1345635784266248,0.0768630777926704,0.1064708745607198,0.2270025990075652
4,23,100,50,4,infl,0.7,0.3,0.5,0.4,0.038,7.93,0.94,2,0,10.824475940068565,0.907906,1.00505,417.29,0.558853,1.00108,653.895,0.600353,1.0107,122.572,0.386712,1.00137,191.277,0.4615335240813527,0.0724419864134027,0.0620942769520662,0.1080281106333207,0.2959020945370024
4,24,100,50,4,infl,0.7,0.3,0.5,0.4,0.035,8.451,0.93,2,0,16.59951246579488,0.811536,1.00637,177.652,0.507508,1.00048,789.256,0.792478,1.00689,159.573,0.341707,1.00598,164.547,0.282148466026607,0.2891546564688894,0.0788719667473277,0.0659985676668115,0.283826331225155
4,25,100,50,4,infl,0.7,0.3,0.5,0.4,0.094,7.299,0.96,2,0,9.77938280502955,0.892628,1.00592,297.747,0.439111,0.999088,664.607,0.638272,1.01578,155.246,0.434848,1.00846,197.511,0.611340601,0.0253201218182821,0.0453329944348249,0.0991266303202185,0.2188796543844607
4,26,100,50,4,infl,0.7,0.3,0.5,0.4,0.09,8.838,0.97,2,0,20.71822119951248,0.848576,1.07352,26.4185,0.506037,1.00054,953.072,0.673774,1.00495,171.227,0.434673,1.00422,244.829,0.479418970243357,0.1516160352052311,0.1000313357044144,0.079638394302511,0.1892952664508451
4,27,100,50,4,infl,0.7,0.3,0.5,0.4,0.065,8.85,0.9,3,0,16.258545899391173,0.76127,1.00844,62.5132,0.47422,1.00073,597.482,0.690437,1.01668,132.424,0.419259,1.02055,162.105,0.4859102629,0.0862368055352808,0.1429277723707479,0.0909206577310714,0.1940045189324206
4,28,100,50,4,infl,0.7,0.3,0.5,0.4,0.059,8.353,0.99,2,0,22.619282670815785,0.760715,1.01232,187.621,0.502838,1.00197,681.846,0.668495,1.02363,139.546,0.409432,1.01261,192.929,0.3670547834290319,0.1251993076217429,0.0813256012215004,0.125090782848068,0.3013295373427395
4,29,100,50,4,infl,0.7,0.3,0.5,0.4,0.067,8.389,0.98,2,0,17.522520470619202,0.9046,1.00035,381.213,0.435094,1.00199,448.245,0.69541,1.01286,171.396,0.436776,1.0136,199.322,0.4033136444121343,0.1514967109812926,0.0780357325961306,0.1066587865542985,0.2604951228718006
4,30,100,50,4,infl,0.7,0.3,0.5,0.4,0.01,7.487,0.88,4,1,10.393424530824026,0.212468,1.04326,41.4676,0.491636,1.00097,607.557,0.730567,1.00526,131.871,0.360589,1.00737,142.476,0.287601062,0.173504867207024,0.2192761583999999,0.0718874964199111,0.2477304387492911
5,1,100,50,3,defl,0.7,0.3,0.5,0.4,0.119,8.203,0.84,2,0,20.58753383159637,0.39539,1.0604,31.6131,0.49719,1.00266,779.307,0.672412,1.01046,171.624,0.385798,1.00926,175.267,0.4432643722831437,0.1078131729262835,0.0420468060703232,0.158800479403087,0.2480751894279402
5,2,100,50,3,defl,0.7,0.3,0.5,0.4,0.078,8.851,0.95,2,0,22.56041976213455,0.450093,1.04579,25.7504,0.475951,1.00496,830.411,0.692492,1.0028,334.439,0.408061,1.00141,291.758,0.1681548756524067,0.2314798376289628,0.1075371064805738,0.1249708135525331,0.3678573487355244
5,3,100,50,3,defl,0.7,0.3,0.5,0.4,0.112,8.24,0.86,2,0,20.657675929864247,0.361907,1.03587,25.2399,0.468273,1.00271,518.025,0.707068,1.00294,167.042,0.412772,1.00304,196.314,0.2889872140801691,0.1065039439660326,0.1412600507527857,0.1907455535256728,0.2725032138633596
5,4,100,50,3,defl,0.7,0.3,0.5,0.4,0.251,7.967,0.76,3,1,21.27946430444717,0.171011,1.66637,3.2704,0.483368,1.00488,523.536,0.744312,1.00959,194.061,0.380521,1.01522,198.837,0.2961304711475286,0.3021537493186849,0.0095111341198407,0.3161718833438132,0.0760327466101567
5,5,100,50,3,defl,0.7,0.3,0.5,0.4,0.048,7.894,0.84,3,1,14.109842936197916,0.341197,1.03611,20.8483,0.524896,0.999317,892.042,0.688188,1.00566,245.625,0.397755,1.00411,287.299,0.430872769,0.1403041957153267,0.1845521655871748,0.062905012595133,0.1813658699724755
5,6,100,50,3,defl,0.7,0.3,0.5,0.4,0.101,8.26,0.92,2,0,21.468509145577748,0.418488,1.02834,78.2479,0.550023,1.0017,601.114,0.698682,1.00637,197.93,0.371639,1.00307,262.641,0.2504357598209519,0.1245577275843243,0.1166890874931619,0.2288928846336212,0.2794245107936812
5,7,100,50,3,defl,0.7,0.3,0.5,0.4,0.075,8.311,0.78,3,1,18.646500047047933,0.210427,1.69425,3.16107,0.492104,1.00143,664.536,0.650009,1.00184,183.574,0.421758,1.00221,188.413,0.412723809,0.0188320261681451,0.1814799622735783,0.1185552451317717,0.2684089519180341
5,8,100,50,3,defl,0.7,0.3,0.5,0.4,0.062,8.361,0.93,3,1,16.612396637598675,0.306836,1.03643,35.6642,0.531222,1.00071,811.621,0.705844,1.0015,254.347,0.391408,1.00447,300.842,0.3317364081438991,0.0944910062400753,0.069848030399333,0.145506450465303,0.3584181133608626
5,9,100,50,3,defl,0.7,0.3,0.5,0.4,0.074,8.857,0.87,3,1,21.22725736697515,0.414908,1.0668,34.8857,0.495761,1.00235,870.971,0.721648,0.999219,320.979,0.410522,1.00341,275.015,0.4428406288952256,0.0726918255498171,0.0992921337815721,0.1552955369909541,0.2298798752699187
5,10,100,50,3,defl,0.7,0.3,0.5,0.4,0.049,8.446,0.82,3,1,18.18033584356308,0.386265,1.2322,7.0804,0.49317,0.999956,694.141,0.723186,1.00182,223.688,0.399569,1.00081,254.78,0.488485080476977,0.0874454615228731,0.1587751478029907,0.0501011039218199,0.2151932017571388
5,11,100,50,3,defl,0.7,0.3,0.5,0.4,0.087,8.807,0.76,2,0,24.87479439576467,0.58728,1.01691,43.3254,0.525693,1.00146,714.95,0.664471,1.01756,232.096,0.412976,1.00652,233.972,0.2596483294015614,0.1783421396470738,0.1698556583233485,0.1351811257369836,0.2569727583950934
5,12,100,50,3,defl,0.7,0.3,0.5,0.4,0.076,8.827,0.92,2,0,21.80346527496973,0.381257,1.0055,72.2681,0.525285,1.00713,797.09,0.704896,1.00773,267.428,0.34898,1.00822,254.756,0.2185633323230804,0.237508284790728,0.0520354092894065,0.1498276417521115,0.3420653455604298
5,13,100,50,3,defl,0.7,0.3,0.5,0.4,0.051,9.012,0.7,3,1,24.96280898253123,0.461384,1.16834,9.01749,0.487178,1.00289,713.348,0.700473,1.01997,196.975,0.433044,1.00417,280.897,0.2388590823921253,0.2223158136382288,0.1689751282580935,0.1324043360354564,0.2374456474113006
5,14,100,50,3,defl,0.7,0.3,0.5,0.4,0.058,8.891,0.85,2,0,29.713759402434032,0.369272,1.05367,28.1267,0.499702,1.0094,670.94,0.715989,1.02994,208.442,0.387719,1.03133,274.952,0.3728556941554064,0.1612125434802989,0.0765698114939672,0.1274479374019655,0.2619140086488498
5,15,100,50,3,defl,0.7,0.3,0.5,0.4,0.121,8.66,0.96,2,0,30.2775448679924,0.352738,1.02378,62.4412,0.480831,1.00169,943.423,0.712474,1.01683,260.765,0.40773,1.00633,345.946,0.2992984310241519,0.1330412775524699,0.1125343537640113,0.150235356565773,0.3048905677664044
5,16,100,50,3,defl,0.7,0.3,0.5,0.4,0.04,7.92,0.78,2,0,19.342052400112152,0.340654,1.12027,12.8409,0.488261,1.00428,889.614,0.69744,1.01346,189.7,0.409733,1.00334,296.507,0.1616981758989691,0.271413971864251,0.0925050310806216,0.2171090426857082,0.2572738049987793
5,17,100,50,3,defl,0.7,0.3,0.5,0.4,0.107,7.732,0.9,2,0,18.358614655335742,0.278382,1.04049,55.717,0.586654,1.00289,764.983,0.72052,1.0011,260.675,0.371114,1.00011,292.061,0.4511651070509999,0.0910939667044629,0.0691858338833802,0.17594365454631,0.2126114340414047
5,18,100,50,3,defl,0.7,0.3,0.5,0.4,0.072,8.35,0.8,3,1,21.822693332036337,0.315172,1.14526,19.9899,0.511759,1.004,583.075,0.69828,1.01714,210.789,0.380358,1.00709,294.553,0.2535441609903808,0.1449914191943588,0.1922795202315084,0.1391200738628148,0.2700648230672588
5,19,100,50,3,defl,0.7,0.3,0.5,0.4,0.073,8.856,0.79,2,0,21.21042199929555,0.512698,1.07377,22.0784,0.445556,1.00261,726.918,0.764792,1.01475,215.818,0.367037,1.01763,251.022,0.2205433993109208,0.2577888570874546,0.1183315418740077,0.0997681531837571,0.3035680454941453
5,20,100,50,3,defl,0.7,0.3,0.5,0.4,0.104,8.27,0.81,3,1,20.17451226313909,0.443789,1.15442,10.5491,0.50694,0.998987,842.875,0.759505,1.01305,163.015,0.375727,1.00569,246.595,0.3477417398775251,0.1222485652630543,0.1264275430312245,0.1671500190436735,0.2364321115585222
5,21,100,50,3,defl,0.7,0.3,0.5,0.4,0.08,7.836,0.92,2,0,16.462538746992745,0.497482,1.00093,117.771,0.506001,1.00245,568.026,0.664251,1.00304,154.369,0.399269,1.00168,202.018,0.3273464421028472,0.1863368866919738,0.102418898677904,0.1268419309686175,0.2570558505792933
5,22,100,50,3,defl,0.7,0.3,0.5,0.4,0.058,8.361,0.95,2,0,26.4799178759257,0.248835,1.08205,25.7372,0.546264,1.00219,602.695,0.729782,1.02203,242.339,0.399044,1.01496,194.835,0.3146736820427538,0.0728211440729798,0.1109339632955389,0.1577153677906508,0.3438558500309808
5,23,100,50,3,defl,0.7,0.3,0.5,0.4,0.059,9.376,0.69,3,1,33.09015824794769,0.405609,1.21906,6.70453,0.538665,1.00104,871.353,0.710616,1.00085,315.547,0.387009,1.00073,354.011,0.3268441726303135,0.2047073076034947,0.1507304710124129,0.0871833811026863,0.2305346535214941
5,24,100,50,3,defl,0.7,0.3,0.5,0.4,0.018,7.465,0.91,2,0,14.476739831765492,0.250236,1.06585,15.3427,0.494334,1.00286,500.821,0.655639,1.02122,100.164,0.384581,1.016,108.274,0.0563113420743918,0.1716599760973197,0.220645679298229,0.134553694020074,0.4168292711119379
5,25,100,50,3,defl,0.7,0.3,0.5,0.4,0.134,8.722,0.87,2,0,24.54113911787669,0.405956,1.01433,117.576,0.533056,1.00078,846.261,0.710134,1.01189,259.592,0.392865,1.01072,270.237,0.3488065646997274,0.1133683579649992,0.110510956334155,0.1870166799324459,0.2402974446597805
5,26,100,50,3,defl,0.7,0.3,0.5,0.4,0.028,7.946,0.95,2,0,17.35160372654597,0.217368,1.04865,34.4333,0.522111,1.00589,479.809,0.684055,1.00115,187.463,0.369852,1.00628,176.687,0.0052546570425148,0.2471437761124079,0.2235777119525,0.0743134775733229,0.4497103777473726
5,27,100,50,3,defl,0.7,0.3,0.5,0.4,0.125,8.273,0.76,2,0,21.06445505619049,0.496734,1.03491,87.7206,0.472093,0.999857,659.267,0.653303,1.00507,186.221,0.438933,1.00245,212.588,0.3025331919952563,0.1613005999420822,0.113817678691822,0.2003779979092497,0.2219705366214591
5,28,100,50,3,defl,0.7,0.3,0.5,0.4,0.135,9.032,0.83,3,1,28.007727015018464,0.158803,1.41713,5.92388,0.532073,1.0022,464.305,0.699081,1.01734,206.294,0.408852,1.00448,233.876,0.3835945893993074,0.1120290385993979,0.1365370661612389,0.2725847294175382,0.0952545772422562
5,29,100,50,3,defl,0.7,0.3,0.5,0.4,0.184,7.563,0.75,3,1,19.792459877332053,0.314004,1.27867,5.70352,0.517854,1.01534,360.649,0.705842,1.01882,129.219,0.395545,1.00911,133.397,0.3306817527608139,0.0820800765331039,0.196331149370389,0.2255488508831009,0.1653581664882539
5,30,100,50,3,defl,0.7,0.3,0.5,0.4,0.077,8.825,0.96,2,0,26.600749595959982,0.327197,1.02501,65.2451,0.479163,1.00653,934.002,0.709319,1.00143,312.588,0.383606,1.0051,301.897,0.075000451872289,0.3310192569772999,0.0460102414823636,0.116896267775291,0.4310737955447193
6,1,100,50,3,infl,0.3,0.3,0.5,0.4,0.016,7.469,0.98,3,1,10.024267252286275,0.256542,1.0857,17.3593,0.462735,1.00499,546.867,0.270881,1.00121,62.6202,0.41594,1.00511,163.389,0.468017853,0.0038923046202179,0.2468213507599999,0.0910836180183241,0.1901848706814016
6,2,100,50,3,infl,0.3,0.3,0.5,0.4,0.045,7.411,0.93,3,1,10.522244290510814,0.262707,1.08285,28.2551,0.465425,1.00131,513.37,-0.159112,1.07746,35.9823,0.442259,1.01179,162.53,0.3731118129999999,0.0509730270952968,0.2928263211593298,0.0686176194456708,0.2144712122140382
6,3,100,50,3,infl,0.3,0.3,0.5,0.4,0.042,8.423,0.89,3,1,17.127810418605804,0.492643,1.0534,43.1232,0.538658,1.00081,425.197,0.156378,1.02454,97.3251,0.388872,1.00729,206.694,0.4863429872898999,0.0831813414887166,0.1318377554455109,0.0832035609709414,0.2154343798380269
6,4,100,50,3,infl,0.3,0.3,0.5,0.4,0.087,8.771,0.96,3,1,19.358816846211752,0.48903,1.04135,66.1297,0.495406,1.0016,597.317,0.216309,1.02603,148.487,0.404495,1.01422,208.31,0.366811474253143,0.0801575868666958,0.1691291114825709,0.1173014358119855,0.2666003905727517
6,5,100,50,3,infl,0.3,0.3,0.5,0.4,0.061,8.877,0.94,3,1,24.00750958124797,0.350308,1.08025,33.6743,0.500859,1.00232,1062.25,0.414328,1.00211,149.466,0.428214,1.00169,208.773,0.3844964797521855,0.1783829316252094,0.1452235050839656,0.0698364912596726,0.2220605855911438
6,6,100,50,3,infl,0.3,0.3,0.5,0.4,0.023,8.45,0.91,3,1,15.609587339560193,0.183268,1.60611,3.54082,0.549045,1.00162,673.44,0.0605839,1.00596,100.22,0.437776,1.00231,321.46,0.392450445,0.0589613884203966,0.2806334569022994,0.0393112852889161,0.2286434230383963
6,7,100,50,3,infl,0.3,0.3,0.5,0.4,0.052,8.388,0.95,3,1,16.918945427735647,0.409704,1.21677,6.67542,0.53507,0.998551,739.108,0.254661,1.03162,82.9867,0.336379,1.00252,190.13,0.3136582786029843,0.0967875314939085,0.1264299506551952,0.1429494370337058,0.320174801699945
6,8,100,50,3,infl,0.3,0.3,0.5,0.4,0.047,8.883,0.91,3,1,17.210026188691458,0.405718,1.26399,5.73423,0.518745,1.00371,782.112,0.175661,1.04604,86.4054,0.386893,1.00987,229.865,0.3599578025428869,0.1304332234712688,0.164413918786264,0.1370884848294278,0.2081065603472825
6,9,100,50,3,infl,0.3,0.3,0.5,0.4,0.095,8.682,0.83,3,1,17.9375790198644,0.534912,1.11616,16.1828,0.490013,1.0069,229.785,0.171375,1.03783,45.1914,0.405913,1.00878,163.781,0.3116041591664741,0.2069100274051501,0.1534750052910165,0.0940328928852377,0.2339779374359162
6,10,100,50,3,infl,0.3,0.3,0.5,0.4,0.171,8.287,0.85,4,0,22.3843350370725,0.0687152,1.88108,2.95294,0.490756,1.03062,375.18,0.327195,1.04199,48.5598,0.368069,1.03421,80.2239,0.4135015668,0.0946910372137495,0.22761389837,0.0897733267308468,0.1744201685532782
6,11,100,50,3,infl,0.3,0.3,0.5,0.4,0.03,8.439,0.98,3,1,13.91544958750407,0.28898,1.25787,7.78944,0.452525,1.0052,734.089,0.423329,1.02056,81.7471,0.359538,1.00517,145.178,0.4490633068999999,0.0479745219075464,0.2104524180770375,0.1436102290242729,0.1488995418717943
6,12,100,50,3,infl,0.3,0.3,0.5,0.4,0.094,8.296,0.89,3,1,16.890317722161612,0.574886,1.03672,58.9991,0.470474,1.00107,514.131,-0.613238,1.00759,142.626,0.332728,1.00018,185.826,0.3568458131046474,0.10465513966796168,0.17937122401690864,0.15971832017335286,0.19940951975818724
6,13,100,50,3,infl,0.3,0.3,0.5,0.4,0.092,8.324,0.86,3,1,14.980150604248047,0.566897,1.06538,28.1488,0.55279,1.00254,558.678,-0.0945257,1.00632,74.8385,0.351767,1.00912,222.094,0.28024438923499567,0.09607769038658469,0.1639327275204886,0.19181801859268416,0.2679271779057401
6,14,100,50,3,infl,0.3,0.3,0.5,0.4,0.139,8.712,0.83,2,0,24.92307444413503,0.681295,1.0189,293.236,0.501544,1.00298,496.042,0.578457,1.00898,165.074,0.282951,1.0217,119.251,0.46956435217607834,0.09907481743402241,0.10120214199287578,0.14928667734437745,0.18087201312257742
6,15,100,50,3,infl,0.3,0.3,0.5,0.4,0.051,7.88,0.92,3,1,13.927591212590535,0.2279,1.05401,37.4067,0.547404,1.00116,651.075,0.277912,1.01866,149.697,0.360557,1.00575,160.161,0.3326865676,0.16524285400964212,0.07942266294665554,0.17181460588458294,0.25083332871689723
6,16,100,50,3,infl,0.3,0.3,0.5,0.4,0.053,8.309,0.94,3,1,15.243517545859019,0.210198,1.25812,6.2837,0.465228,0.999297,835.995,0.217183,1.04352,121.791,0.460099,1.00721,343.585,0.397787728413,0.08998948304572608,0.24851255616754434,0.028328972067911764,0.23538126637616755
6,17,100,50,3,infl,0.3,0.3,0.5,0.4,0.11,8.734,0.9,3,1,15.51159222126007,0.655775,1.00835,139.563,0.51124,1.00014,555.957,0.264697,1.01787,109.252,0.406184,1.01039,166.429,0.4643383036661976,0.14475692209996996,0.11700826315475357,0.11132008840718072,0.16257642881924614
6,18,100,50,3,infl,0.3,0.3,0.5,0.4,0.029,8.439,0.93,3,1,17.243775804837544,0.193268,1.07496,25.1014,0.481332,1.00192,533.572,0.352021,1.00218,138.568,0.432644,0.999221,192.886,0.315061646,0.1012019162925809,0.3377130288401086,0.046300016708583774,0.1997233832507468
6,19,100,50,3,infl,0.3,0.3,0.5,0.4,0.107,8.779,0.89,3,1,17.216069372495017,0.564297,1.16489,9.13243,0.521378,1.00949,498.258,0.0036867,1.0156,112.523,0.419879,1.00966,274.596,0.36184176651834293,0.16200288693813497,0.17155470578159981,0.11711626104802034,0.1874843970762803
6,20,100,50,3,infl,0.3,0.3,0.5,0.4,0.172,9.167,0.71,2,0,26.5715788324674,0.624485,1.04433,63.3011,0.483297,1.00291,542.161,0.295173,1.0362,122.96,0.424788,1.02729,101.477,0.30335672666816654,0.22324433558341086,0.17507597978997086,0.14853622508276487,0.14978670936041794
6,21,100,50,3,infl,0.3,0.3,0.5,0.4,0.033,8.439,0.99,3,1,20.129661957422893,0.320223,1.17144,10.0099,0.51531,1.00093,524.695,0.107549,1.03126,56.8873,0.426561,1.0027,210.96,0.30822988199999996,0.0983990736508467,0.2733894697396006,0.09638876666890271,0.22359280158946299
6,22,100,50,3,infl,0.3,0.3,0.5,0.4,0.07,7.858,0.9,3,1,16.769076319535575,0.452942,1.2345,6.36335,0.495681,1.00421,333.875,0.321511,1.015,69.741,0.361726,1.00428,114.451,0.3815871362039989,0.10509959797308924,0.1587596188495188,0.13244895128196998,0.22210470000266866
6,23,100,50,3,infl,0.3,0.3,0.5,0.4,0.034,9.375,0.97,3,1,25.34888812303543,0.13931,1.52909,3.76008,0.443614,1.00619,945.304,0.378371,1.02768,113.919,0.465393,1.00215,208.838,0.583423143,0.005200115135697874,0.1879834793,0.0412610033596025,0.18213226608184607
6,24,100,50,3,infl,0.3,0.3,0.5,0.4,0.085,8.637,0.9,3,1,20.152086675167084,0.528325,1.07938,41.9705,0.506668,1.00217,529.885,0.0625372,1.02346,46.9664,0.39433,1.01104,146.54,0.29372746262280985,0.1907178958147423,0.1646274083407182,0.13144901173658582,0.21947821643524135
6,25,100,50,3,infl,0.3,0.3,0.5,0.4,0.079,7.305,0.9,3,1,11.472436340649923,0.195805,1.09499,15.6326,0.499127,1.00486,340.999,0.302566,1.03709,107.063,0.411451,1.0212,125.285,0.358290128,0.14716529759204652,0.2038856162871166,0.05925206032509125,0.23140689697837502
6,26,100,50,3,infl,0.3,0.3,0.5,0.4,0.068,8.851,0.94,3,1,14.767830634117127,0.431596,1.03502,37.1497,0.501005,1.00208,700.464,0.38112,1.00351,197.183,0.390785,1.00249,210.488,0.43733034993000003,0.10975722887325129,0.18469736698352002,0.11304726528647288,0.15516778426955977
6,27,100,50,3,infl,0.3,0.3,0.5,0.4,0.043,7.407,0.95,3,1,11.223987074693044,0.286767,1.04285,46.8687,0.499469,0.999759,453.468,0.0429459,1.03049,75.5797,0.432579,1.00294,216.678,0.29420747799700003,0.2184888719576704,0.227323217836902,0.08363650183223093,0.17634395901812994
6,28,100,50,3,infl,0.3,0.3,0.5,0.4,0.095,8.271,0.75,3,1,15.124225640296936,0.613374,1.04288,37.1356,0.496101,1.0022,607.114,0.0834832,1.045,50.389,0.443523,1.00433,286.042,0.34973852466564304,0.20314053111182354,0.14127441169331936,0.09991155033761412,0.20593496779745346
6,29,100,50,3,infl,0.3,0.3,0.5,0.4,0.352,6.396,0.69,4,0,14.041933989524841,0.15997,2.20139,2.5978,0.448806,1.14403,9.58203,0.349363,1.3124,99.2218,0.422747,1.17752,19.0825,0.352007517,0.19540832981072018,0.26747998850344706,0.03500068273136063,0.15010347572500957
6,30,100,50,3,infl,0.3,0.3,0.5,0.4,0.039,8.424,0.97,3,1,15.50835633277893,0.456485,1.13296,13.9374,0.528502,1.00095,637.223,0.35182,1.01987,124.924,0.352793,1.00478,222.759,0.3582528629342597,0.08190523747205634,0.2439005415170944,0.06814653817352806,0.24779483729044197
